vocab,syn,morphs
옹호(하다),변호/수호/보호,옹호
요령,요리/요체/솜씨,요령
요행,다행/행운,요행
우호,우정,우호
위용,위엄/품격/품,위용
가두다,구금하다/잡아넣다,가두
간파하다,알아차리다,간파
감수하다,받아들이다,감수
감행하다,강행하다,감행
강행하다,감행하다,강행
거머쥐다,유 휘어잡다,거머쥐
검증하다,확인하다/증명하다,검증
겸비하다,결합하다/손잡다/겸하다/통합하다/합하다,겸비
고발하다,몰아세우다/몰다/몰아붙이다,고발
고사하다,사양하다/지양하다/마다하다/거부하다/거절하다,고사
관장하다,조종하다/책임지다/맡/주관하다,관장
교차하다,만나다/가새지르다/겯지르다,교차
구현하다,구체화하다/실현하다/현실화하다/가시화를 시키다/형상화하다,구현
귀담아듣다,귀를 기울이다/새겨듣다/귀여겨듣다/여겨듣다,귀담아듣
규제하다,단속하다/통제하다/규정하다/조절하다,규제
급변하다,격변하다/돌변하다,급변
급증하다,급상승하다/급등하다,급증
기어가다,기다/굽실거리다,기어가
기탁하다,기증하다/기부하다/맡기다,기탁
꼽다,지적하다/언급하다/지목하다,꼽
꾸물대다,어정거리다/꾸물거리다/늑장을 부리다/미적거리다/뭉그적거리다,꾸물대
꿈틀대다,꼼지락거리다/구물거리다,꿈틀대
날뛰다,설치다/사납게 굴다/야성을 나타내다,날뛰
남발하다,남용하다,남발
납입하다,갚다,납입
넘겨다보다,넘어다보다/욕기를 부리다/탐내다,넘겨다보
닥치다,도래하다/접근하다/다가오다/다다르다,닥치
단장하다,가꾸다/꾸미다,단장
단축되다,줄이다/줄어들다/짧아지다,단축
달구다,뜨겁게 하다/끓이다/데우다,달구
대처하다,대비하다/다루다/처리하다/상대하다,대처
대치하다,대적하다/대립하다/대결시키다/당연하다/대면시키다,대치
도래하다,닥치다/도착하다/내도하다/다다르다/도달하다/달하다/닿다/이르다,도래
도용하다,표절하다:남의 물건이나 명의를 몰래 쓰다.,도용
도태되다,뒤처지다:사람·기업이 경쟁에서,도태
독차지하다,독식하다/독점하다,독차지
돋보이다,두드러지다/부각되다/튀다/띄다,돋보이
돌이키다,되돌아보다,돌이키
(~에) 동감하다,동정하다/공감하다; 동감하다/공감하다; 참가하다/참여하다/가담하다,(
동원하다,출동시키다,동원
되짚다,방금 왔던 길을,되짚
뒤덮이다,덮이다/앉다:빈 데가 없이 온통 덮다,뒤덮이
뒤척이다,엎치락뒤치락하다,뒤척이
따돌리다,배제하다/배척하다,따돌리
뚫다,관통하다,뚫
뜸해지다,격조해지다,뜸해
띄다,튀다,띄
매달리다,달리다/붙들다,매달리
매도하다,팔다/매출하다,매도
무산되다,분산하다/해산하다/흩어지다,무산
무시되다,흘시하다/묵살하다,무시
묵살하다,무시하다/간과하다,묵살
문지르다,비비다,문지르
반영하다,반성하다/나타내다,반영
반환하다,갚다/되돌리다/무르다,반환
발간하다,펴내다/출판하다/발행하다/간행하다,발간
발굴하다,출토하다,발굴
발휘하다,드러내다/나타내다,발휘
방출하다,배출하다/내놓다/뽐다,방출
배정되다,맡다/할당하다/안배하다/배당하다,배정
배척하다,제외하다/배제하다: 따돌리거나 거부하여 밀어 내치다,배척
병행하다,둘이상의 일을 한꺼번에 행하다,병행
보강하다,강화하다/증강하다/강조하다,보강
복받치다,북받치다/치받치다/끓어오르다,복받치
부풀리다,과장하다/오버하다,부풀리
부합하다,일치하다/해당하다,부합
북적대다,북적거리다/붐비다,북적대
분포되다,산재되다/퍼지다/분산되다,분포
분화되다,분열되다/나누어지다/갈리다/갈라지다/분리되다:단순하거나 등질인 것에서 복잡하거나 이질인 것으로 변하게 되다.,분화
불허하다,반대하다/부인하다/불찬성하다,불허
비기다,동점을 이루다,비기
비롯되다,유래하다/시작되다,비롯
빗발치다,총알/말/글/소리/주문/전화 등이,빗발치
빠져들다,빠져들다,빠져들
뿌리박다,정착하다,뿌리박
상기되다,얼굴이 붉어지다/ᄉᄀᄃ 다,상기
상주하다,살다/거주하다,상주
서슴다,주저하다/머뭇거리다/망설이다: 결단을 내리지 못하고 머뭇거리며 망설이다,서슴
석방되다,출옥하다/해방하다,석방
선도하다,앞서다/솔선하다,선도
성행하다,만연하다/유행하다,성행
소각하다,소실하다,소각
소비되다,소모되다,소비
소실되다,불에 타 없어지다/분멸되다/홀딱 타다,소실
소진하다,쇠진하다/탕진하다/없애다,소진
소통하다,전하다/전달하다/교신하다/연락을 주고받다,소통
손꼽히다,뛰어나다,손꼽히
수군거리다,속삭이다/수덕이다/쑥덕거리다,수군거리
수여되다,상을 받/타다/수상하다,수여
슬쩍하다,훔치다/빼앗다/도둑질하다,슬쩍
습득하다,집다/줍다; 획득하다/취득하다/얻다,습득
승진하다,진급하다/승금하다,승진
시달리다,고통받다/당하다/껵다,시달리
쑤시다,아프다/새큰거리다/옥신거리다/들이쑤시다,쑤시
아랑곳하다,관심하다/관계하다,아랑곳
악용하다,남용하다/오용하다,악용
앞세우다,내걸다,앞세우
앞장서다,솔선하다/주도하다,앞장서
애용하다,즐겨 쓰다/상용하다,애용
약화되다,약해지다,약화
어우러지다,어울리다,어우러지
얽매이다,걸리다/구속되다,얽매이
없애다,지우다/없이하다,없애
엎치락뒤치락하다,오낙가락하다/바뀌다,엎치락뒤치락
연계하다,연결하다/연합하다,연계
엿보다,몰래 보다/넘겨다보다/들여다보다,엿
영입하다,모집하다/체용하다,영입
예방하다,막다/방지하다,예방
완주하다,끝까지 가다,완주
우러나오다,우러나다,우러
우러러보다,올려다보다 2. 존중하다/존경하다,우러러
우선시하다,우선권을 얻/갖다/선취하다,우선시
위축되다,웅크리다/움츠리다,위축
유언하다,유언을 남기다/유증하다,유언
유통하다,통용하다/순환하다,유통
으깨다,짓이기다,으깨
으뜸가다,일등하다,으뜸가
이완되다,풀리다/완화되다/발을 뻗다,이완
이입되다,수입되다/들여오다,이입
이주하다,이동하다/이전하다,이주
인수하다,넘겨받다/인계받다/건네받다,인수
인용하다,말을 빌리다/제시하다,인용
일관하다,앞뒤가 맞다,일관
임명되다,피임되다/취임되다/등용되다,임명
자극하다,부체질하다/격려하다/돋우다,자극
잠재하다,은연하다,잠재
잡히다,붙잡히다/절리다,잡
재건하다,고쳐짓다/개축하다,재건
재현하다,재연하다,재현
저술하다,쓰다/저작하다/집필하다,저술
적용하다,사용하다/응용하다,적용
전수하다,물려주다/전하다/전승하다,전수
전이되다,이전되다/양도되다/이동되다,전이
절제하다,억제하다/조절하다/억누르다,절제
접다,개다/개키다/포개다,접
접목하다,섞다/혼합하다,접목
정착하다,거주하다/가정을 꾸미다/영주하다,정착
조성하다,만들다/짓다/내다/이루다,조성
조이다,죄다/쪼이다,조이
종사하다,근무하다/나가다,종사
주선하다,배열하다/배치하다/처리하다/정리하다,주선
주저하다,망설이다/머뭇거리다/우물쭈물하다/주춤거리다/멈칫하다,주저
증발하다,사라지다/날아가다/기화하다,증발
지망하다,바라다/요청하다/신청하다/출원하다,지망
지참하다,가져가다/데려가다,지참
지체되다,연착하다/지연하다/연인하다,지체
지칭하다,일컫다/가리키다/언급하다,지칭
지향하다,기하다/목표하다/목적하다,지향
짐작하다,가정하다/추정하다/추측하다/상정하다,짐작
짚다,대다/지목하다/지적하다/다루다,짚
쪼그라들다,오그라들다,쪼그라들
창립하다,설립하다/수립하다/확립하다/설정하다/세우다,창립
창제하다,발명하다,창제
창출하다,조성하다/창조하다/창작하다,창출
책망하다,질책하다/비난하다/힐난하다,책망
철회하다,철수하다/취소하다/중지하다/중단하다,철회
체결하다,맺다/정약하다/계약하다,체결
촉진하다,홍보하다/고취하다/권장하다/장려하다/육성하다,촉진
추론하다,추고하다/추리하다/추정하다/연역하다,추론
출몰하다,자주] 나타나다/나오다/등장하다,출몰
출시하다,개봉하다,출시
치부하다,여기다/간주하다,치부
치중하다,집중하다/초점을 맞추다/주안점을 두다,치중
칭얼대다,중얼거리다/잉잉 울다,칭얼대
타고나다,지니다/종용하다,타고나
탐방하다,탐험하다/탐사하다/탐색하다/답사하다,탐방
토로하다,털어놓다,토로
퇴색되다,희미해지다/바래다,퇴색
튀어나오다,돌출하다/두드러지다/불거지다,튀어나오
틈나다,한가하다/겨를이 생기다,틈나
포괄하다,포함하다/함유하다/수록하다,포괄
포착하다,잡다/붙잡다,포착
폭등하다,급등하다/급증하다/급상승하다,폭등
합의하다,합의에 도달[이루다/이르다]하,합의
향하다,지향하다/대하다/면하다,향하
헌납하다,기증하다/기부하다/기탁하다,헌납
헹구다,가시다/씻다/세정하다,헹구
현존하다,존재하다/존립하다/실재하다/실존하다,현존
호전되다,나아지다/좋아지다,호전
혹사하다,과로하다/무리하다,혹사
훼방하다,막다/증단시키다/가리를 틀다,훼방
휘둘러보다,주위를 두루 살피다/사방을 살펴보다,휘둘러
흩날리다,나부끼다/휘날리다/흔들리다,흩날리
가지런하다,고르다,가지런
간결하다,간략하다/간단하다,간결
강력하다,막강하다/강하다/세다,강력
갸륵하다,가상하다/기특하다/장하다,갸륵
거대하다,막대하다/대단하다/엄첨나다,거대
거창하다,과대하다/과장하다/흥감하다,거창
거침없다,혈기 왕성하다,거침없
건장하다,우람하다/육중하다,건장
검붉다,진홍색/심홍색/암적색,검붉
검소하다,알뜰하다/절약하다/검약하다,검소
경이롭다,놀랍다/굉장하다/신기하다,경이롭
고루하다,케케묵다/전근대적이다/낡다,고루
고즈넉하다,호젖하다/고요하다/조용하다,고즈넉
공공연하다,공공의/공[개]적,공공연
공허하다,허전하다/비다,공허
광대하다,광활하다/방대하다/드넓다,광대
교묘하다,능숙하다/용하다/솜씨 좋다,교묘
구태의연하다,여전하다,구태의연
굳건하다,강건하다/굳다/확고다,굳건
궂다,나쁘다/고약하다/못되다,궂
그렁그렁하다,칠렁칠렁하다/넘칠 만큼,그렁그렁
그윽하다,깊숙하다/아늑하다/고요하다,그윽
근접하다,인접하다/이웃의/근처의/인근의,근접
근질근질하다,근지럽다/근지럽다/가렵다,근질근질
급박하다,급하다/시급하다/긴급하다,급박
기특하다,대견하다/갸륵하다,기특
긴밀하다,가깝다/절칠하다/밀접하다,긴밀
까칠까칠하다,거칠다,까칠까칠
끈끈하다,끈적끈적하다/깐깐하다,끈끈
냉철하다,차분하다/침착하다/냉정하다,냉철
노련하다,능숙하다/경험있다/익숙하다,노련
누추하다,허름하다/초라하다,누추
느긋하다,원만하다/소탈하다/여유롭다,느긋
능청스럽다,능글맞다/교활하다/앙큼하다,능청
단아하다,우아한/우미하다,단아
덤덤하다,담담하다/묵묵하다,덤덤
데면데면하다,무뚝뚝하다,데면데면
도톰하다,두껍다/두툼하다/넉넉하다,도톰
두둑하다,넉넉하다/풍부하다/풍성하다/푸짐하다,두둑
따끔하다,따가울 정도로 매우 덥다,따끔
만무하다,절대로 없,만무
메스껍다,역겹다/혐오스럽다/아니꼽다/느글거리다,메스껍
무색하다,부끄럽다/창피하다,무색
뭉뚝하다,무디다/뭉툭하다,뭉뚝
미세하다,세밀하다/세세다,미세
밀접하다,가깝다/친근하다,밀접
범상하다,예사롭다,범상
변변하다,적절하다,변변
볼록하다,불룩하다/핑핑하다,볼록
부단하다,꾸준하다/끊임없다/줄기차다,부단
부조리하다,비합리적/역리의/몰상식하다,부조리
분분하다,구구하다,분분
불가피하다,필연적/부득이하다/면할 수 없다/피할 수 없다,불가피
불공정하다,불공평하다/불평등하다/부당하다,불공정
불미스럽다,불미하다,불미
불순하다,불결하다/불온하다,불순
빡빡하다,빠닥빠닥하다,빡빡
뻐근하다,빠근하다,뻐근
뿌듯하다,자랑스럽다/부듯하다,뿌듯
석연하다,명확하다,석연
섣부르다,서투르다,섣부르
성기다,드문드문하다/성글다,성기
속상하다,괴롭다/썩다/화나다,속상하
수북하다,쌓여 있,수북
수수하다,가식없다,수수
순박하다,순진하다/천진하다,순박
시끌벅적하다,시끄럽다/소란스럽다/떠들썩하다,시끌벅적
신중하다,진중하다,신중
씁쓸하다,씁쓰레하다/씁쓰름하다,씁쓸
아기자기하다,매력적이다/매혹적이다,아기자기
아랑곳없다,냉담하다/태연하다,아랑곳없
아련하다,희미하다/흐릿하다/아렴풋하다,아련
안이하다,느긋하다,안이
암울하다,음울하다/어둑어둑하다,암울
애처롭다,가엾다/가엽다/불쌍하다/딱하다,애처롭
야릇하다,이상하다/묘하다/미묘하다,야릇
야속하다,전짢다,야속
얄밉다,약빠르다/밉다/가증서럽다,얄밉
어김없다,틀림없다,어김없
어눌하다,떠듬떠듬하다,어눌
어리석다,둔하다/우매하다/바보같다,어리석
어색하다,부자연스럽다/서먹하다/서투르다,어색
오목하다,우묵하다/옴푹하다,오목
오붓하다,아늑하다/포근하다,오붓
온순하다,순하다/온화하다,온순
온화하다,온난하다/따뜻하다/포근하다/순하다,온화
완만하다,느리다/느릿느릿하다,완만
완연하다,분명하다/명백하다/명확하다/뻔하다,완연
우아하다,고상하다/단아하다,우아
울긋불긋하다,다채롭다/화려하다,울긋불긋
원활하다,순조롭다/순탄하다,원활
위중하다,위독하다/심각하다/위급하다,위중
유능하다,능숙하다,유능
유용하다,도움이 되다/쓸모 있다/쓸데있다/유익하,유용
유해하다,해롭다,유해
인색하다,야박하다/쩨쩨하다/쫀쫀하다,인색
자잘하다,조막만하다/자디잘다/지소하다,자잘
잔인하다,잔혹하다/악랄하다/무정하다/무자비하다/잔악하다,잔인
잔잔하다,조용하다/잠잠하다/고요하다,잔잔
장엄하다,웅장하다/씩씩하다/엄숙하다,장엄
저조하다,낮다/나직하다/저질의,저조
적막하다,잔잔하다/잠잠하다/고요하다/쓸쓸하다,적막
적잖다,상당하다,적잖
점잖다,순하다/온순하다,점잖
정겹다,살갑다/다정하다/자애 깊다/애정 넘치다,정겹
